Filename,Segment,WC,Analytic,Clout,Authentic,Tone,WPS,BigWords,Dic,Linguistic,function,pronoun,ppron,i,we,you,shehe,they,ipron,det,article,number,prep,auxverb,adverb,conj,negate,verb,adj,quantity,Drives,affiliation,achieve,power,Cognition,allnone,cogproc,insight,cause,discrep,tentat,certitude,differ,memory,Affect,tone_pos,tone_neg,emotion,emo_pos,emo_neg,emo_anx,emo_anger,emo_sad,swear,Social,socbehav,prosocial,polite,conflict,moral,comm,socrefs,family,friend,female,male,Culture,politic,ethnicity,tech,Lifestyle,leisure,home,work,money,relig,Physical,health,illness,wellness,mental,substances,sexual,food,death,need,want,acquire,lack,fulfill,fatigue,reward,risk,curiosity,allure,Perception,attention,motion,space,visual,auditory,feeling,time,focuspast,focuspresent,focusfuture,Conversation,netspeak,assent,nonflu,filler,AllPunc,Period,Comma,QMark,Exclam,Apostro,OtherP,Emoji,model_persona,model,persona_id,traits,openness,conscientiousness,extraversion,agreeableness,neuroticism,risk_mean_cards,risk_std_cards,sycophancy_rate
meta-llama_llama-3.2-3b-instruct_p28.txt,1,686,54.66,60.86,89.15,78.6,17.59,18.95,91.25,74.05,58.16,16.62,13.12,6.27,4.66,0.15,2.04,0.0,3.5,14.29,7.58,0.87,14.43,8.02,3.94,7.87,0.58,18.66,5.39,3.06,9.77,6.85,2.04,0.87,24.05,0.73,11.66,4.23,0.87,1.6,1.6,0.29,2.62,0.15,7.58,5.69,1.9,3.79,2.33,1.31,0.87,0.15,0.0,0.0,13.7,5.69,0.87,0.0,0.15,0.15,1.9,8.16,0.0,0.73,2.04,0.0,0.0,0.0,0.0,0.0,3.21,2.04,0.0,0.44,0.73,0.0,1.31,0.44,0.29,0.0,0.0,0.0,0.0,0.29,0.0,0.87,0.15,1.17,0.0,0.0,0.0,0.0,0.15,0.44,7.58,11.08,0.73,2.62,7.58,0.44,0.58,0.44,5.25,10.2,0.73,1.75,0.29,0.0,0.29,0.0,0.0,16.03,5.69,8.75,0.0,0.0,1.02,0.58,0.0,meta-llama_llama-3.2-3b-instruct_p28,meta-llama_llama-3.2-3b-instruct,p28,O-C-E+A-N-,2.2,3.5555555555555554,4.75,3.111111111111111,2.625,29.037037037037038,3.795528377616867,0.0
meta-llama_llama-3.2-3b-instruct_p29.txt,1,834,31.87,2.82,97.18,83.32,15.16,13.79,96.52,79.26,61.63,22.06,14.27,11.99,0.36,0.48,0.96,0.48,7.79,15.11,8.75,0.24,12.83,9.83,4.08,7.55,0.84,22.06,4.92,3.12,6.0,3.24,2.28,0.6,26.14,2.4,12.83,5.28,1.32,1.92,0.96,0.6,2.64,0.6,7.55,5.76,1.56,2.88,1.8,0.84,0.84,0.0,0.0,0.0,7.79,4.2,0.96,0.36,0.0,0.36,1.32,3.6,0.0,1.08,0.96,0.0,0.24,0.0,0.0,0.24,2.88,1.32,0.0,0.72,0.72,0.12,1.92,0.48,0.0,0.0,0.0,0.0,0.0,0.72,0.0,1.2,0.24,1.2,0.0,0.12,0.0,0.48,0.0,0.0,6.95,11.03,1.68,2.76,4.68,0.96,0.12,1.8,4.2,12.11,2.16,1.56,0.0,0.0,0.0,0.0,0.0,15.95,6.12,6.71,0.48,0.0,2.16,0.48,0.0,meta-llama_llama-3.2-3b-instruct_p29,meta-llama_llama-3.2-3b-instruct,p29,O-C-E-A+N+,2.8,2.888888888888889,2.375,3.6666666666666665,3.375,24.0,5.94418483337567,0.0
meta-llama_llama-3.2-3b-instruct_p30.txt,1,777,61.4,6.31,97.5,82.47,19.92,18.15,94.47,75.68,59.33,17.5,11.71,9.65,0.77,0.0,0.51,0.77,5.79,15.06,7.21,1.03,16.99,7.34,3.47,7.98,0.64,16.73,6.44,5.02,4.76,2.83,1.67,0.26,24.84,1.29,12.1,4.12,0.77,1.8,2.57,0.9,2.57,0.13,5.41,4.76,0.64,1.8,1.8,0.0,0.0,0.0,0.0,0.0,7.72,3.6,1.42,0.13,0.0,0.0,1.03,3.6,0.0,0.39,0.51,0.0,0.0,0.0,0.0,0.0,4.38,0.13,1.67,1.93,0.9,0.0,1.93,0.39,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.64,0.0,0.77,0.0,0.51,0.0,0.13,0.13,0.13,6.44,11.84,0.64,1.8,7.08,0.51,0.26,1.54,6.05,8.11,1.8,1.42,0.0,0.0,0.0,0.0,0.0,14.16,5.02,7.59,0.0,0.0,0.9,0.64,0.0,meta-llama_llama-3.2-3b-instruct_p30,meta-llama_llama-3.2-3b-instruct,p30,O-C-E-A+N-,3.0,3.111111111111111,3.0,3.4444444444444446,2.5,23.77777777777778,5.946261404559845,0.0
meta-llama_llama-3.2-3b-instruct_p31.txt,1,817,63.9,1.0,98.45,32.07,16.34,13.34,94.98,79.44,60.83,18.12,14.2,14.2,0.0,0.0,0.0,0.0,3.92,15.06,8.94,0.49,16.52,7.83,3.79,6.36,1.22,20.56,5.14,4.04,2.82,0.37,1.96,0.61,23.01,0.86,12.97,3.67,0.37,4.04,1.22,0.37,2.82,0.0,4.28,2.57,1.71,2.45,0.98,1.47,1.35,0.12,0.0,0.0,1.71,1.47,0.24,0.24,0.0,0.12,0.61,0.12,0.0,0.0,0.0,0.0,0.24,0.0,0.0,0.24,4.53,0.73,0.73,2.69,0.49,0.0,2.69,0.12,0.0,0.0,0.0,0.0,0.0,0.73,0.0,1.35,0.12,2.45,0.0,0.12,0.0,0.0,0.12,0.0,5.75,12.85,1.1,3.3,6.0,1.1,0.73,1.71,4.16,11.51,0.37,0.61,0.12,0.0,0.12,0.0,0.0,14.08,6.12,5.75,0.0,0.0,1.96,0.24,0.0,meta-llama_llama-3.2-3b-instruct_p31,meta-llama_llama-3.2-3b-instruct,p31,O-C-E-A-N+,2.4,2.888888888888889,2.25,2.5555555555555554,3.75,20.703703703703702,4.9126806050285134,0.0
meta-llama_llama-3.2-3b-instruct_p32.txt,1,744,62.86,10.33,98.0,89.28,17.3,13.58,95.03,76.61,61.16,17.34,13.71,10.62,0.67,0.27,0.27,1.75,3.63,14.25,8.47,0.0,16.67,9.01,2.55,7.53,0.94,18.55,5.51,3.9,5.38,3.76,1.34,0.4,24.19,2.15,9.54,4.7,0.27,0.94,0.67,0.54,2.02,0.27,5.24,4.97,0.13,2.55,2.28,0.13,0.13,0.0,0.0,0.0,8.87,2.69,0.94,0.0,0.0,0.0,1.21,5.91,2.15,0.13,0.13,1.21,0.13,0.0,0.0,0.13,3.49,1.21,0.67,1.34,0.27,0.0,2.96,0.81,0.0,0.0,0.0,0.0,0.0,1.48,0.0,0.54,0.0,1.08,0.4,0.27,0.0,0.0,0.4,0.13,6.99,11.16,0.13,1.21,6.05,0.94,0.27,3.09,6.05,12.9,0.54,1.61,0.13,0.0,0.13,0.0,0.0,13.44,6.59,5.38,0.0,0.0,1.34,0.13,0.0,meta-llama_llama-3.2-3b-instruct_p32,meta-llama_llama-3.2-3b-instruct,p32,O-C-E-A-N-,2.5,3.2222222222222223,2.5,2.5555555555555554,2.5,27.48148148148148,5.216571673756131,0.0
meta-llama_llama-3.2-3b-instruct_p1.txt,1,765,82.85,7.06,98.94,45.83,19.13,16.21,93.59,74.25,57.39,13.73,10.85,9.54,0.0,0.26,0.52,0.13,2.88,16.08,10.46,0.26,17.12,5.88,3.14,7.97,0.92,15.82,6.14,4.44,3.01,0.92,1.83,0.26,21.7,1.05,9.02,3.53,0.65,1.05,1.05,0.13,1.18,0.26,6.41,4.05,2.35,3.27,1.83,1.44,1.31,0.0,0.0,0.0,6.14,2.48,0.39,0.0,0.0,0.0,1.31,3.27,0.13,0.0,0.0,0.52,0.0,0.0,0.0,0.0,2.75,1.05,0.26,0.92,0.52,0.0,2.48,0.13,0.0,0.0,0.0,0.0,0.0,1.83,0.0,0.13,0.39,1.18,0.26,0.0,0.13,0.13,0.0,1.05,7.32,15.29,0.52,3.27,8.63,0.52,0.39,2.22,6.27,10.33,1.31,1.18,0.0,0.0,0.0,0.0,0.0,12.03,5.23,6.14,0.0,0.0,0.39,0.26,0.0,meta-llama_llama-3.2-3b-instruct_p1,meta-llama_llama-3.2-3b-instruct,p1,O+C+E+A+N+,4.0,3.4444444444444446,4.625,4.333333333333333,3.375,28.40740740740741,2.345354103553713,0.009615384615384616
meta-llama_llama-3.3-70b-instruct_p3.txt,1,842,46.92,1.0,99.0,35.37,17.54,20.55,92.99,73.52,59.74,19.12,13.78,13.18,0.0,0.0,0.0,0.36,5.34,13.78,6.77,0.36,15.44,8.79,2.61,8.08,1.19,17.7,4.39,3.09,5.46,1.19,2.85,1.66,27.2,1.66,14.61,5.46,0.95,1.54,2.49,0.71,3.68,0.36,5.82,3.33,2.26,2.61,1.43,0.95,0.83,0.12,0.0,0.0,5.58,3.44,0.59,0.0,0.12,0.0,1.19,1.9,0.24,0.24,0.0,0.0,0.24,0.12,0.0,0.12,3.33,0.12,0.24,2.49,1.54,0.12,1.43,0.36,0.0,0.12,0.12,0.0,0.0,0.12,0.0,0.36,0.0,0.95,0.59,0.24,0.0,0.36,0.12,1.19,6.06,9.26,0.83,2.14,4.75,0.36,0.12,1.54,4.63,10.69,1.43,0.83,0.24,0.0,0.24,0.0,0.0,17.1,5.46,8.67,0.24,0.0,2.14,0.59,0.0,meta-llama_llama-3.3-70b-instruct_p3,meta-llama_llama-3.3-70b-instruct,p3,O+C+E+A-N+,4.6,4.777777777777778,4.75,3.0,4.25,23.51851851851852,3.0352298145996857,0.10576923076923077
meta-llama_llama-3.3-70b-instruct_p4.txt,1,661,31.7,1.0,99.0,63.1,18.36,19.67,94.25,75.64,58.7,19.52,13.92,13.16,0.0,0.0,0.0,0.0,5.6,13.16,5.9,0.15,13.01,8.77,4.08,8.17,1.21,18.46,7.56,2.72,6.81,0.91,4.99,1.21,27.99,2.57,13.77,4.69,0.76,1.97,2.57,0.0,2.57,0.15,6.2,4.24,1.51,2.27,0.91,0.91,0.91,0.0,0.0,0.0,4.84,1.66,0.15,0.0,0.0,0.15,0.45,2.87,0.61,0.3,0.0,0.0,0.3,0.0,0.0,0.3,5.6,0.15,0.3,3.78,1.97,0.15,0.76,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.45,0.15,0.76,0.45,0.3,0.0,0.15,0.45,2.42,6.81,9.68,1.06,3.33,4.99,1.06,0.0,0.91,6.2,9.38,1.36,2.12,0.0,0.0,0.0,0.0,0.0,14.07,5.45,7.87,0.0,0.0,0.76,0.0,0.0,meta-llama_llama-3.3-70b-instruct_p4,meta-llama_llama-3.3-70b-instruct,p4,O+C+E+A-N-,4.6,5.0,4.875,3.5555555555555554,1.125,24.25925925925926,2.2209873111948073,0.009615384615384616
meta-llama_llama-3.3-70b-instruct_p5.txt,1,802,72.99,9.96,95.0,63.43,20.05,17.58,92.02,73.19,57.48,15.59,11.6,9.23,0.37,0.62,0.87,0.25,3.99,14.46,9.35,0.25,16.33,5.24,3.74,8.73,0.87,14.84,5.61,1.87,3.99,1.75,1.12,1.12,22.44,1.5,10.72,3.74,0.75,2.0,0.75,0.62,1.75,0.25,7.23,4.99,2.24,3.37,2.0,1.37,1.12,0.0,0.12,0.0,9.1,4.24,1.37,0.0,0.0,0.12,1.62,3.99,0.12,0.37,1.0,0.0,0.0,0.0,0.0,0.0,2.37,0.37,0.12,1.12,0.62,0.12,2.0,0.75,0.0,0.37,0.25,0.0,0.0,0.5,0.12,1.0,0.37,0.37,0.0,0.37,0.25,0.12,0.62,0.5,5.36,13.22,1.25,1.62,7.61,1.0,1.37,1.37,6.11,9.35,0.87,0.25,0.12,0.0,0.12,0.0,0.0,13.47,4.99,7.23,0.0,0.0,0.37,0.87,0.0,meta-llama_llama-3.3-70b-instruct_p5,meta-llama_llama-3.3-70b-instruct,p5,O+C+E-A+N+,4.2,4.888888888888889,2.0,4.555555555555555,4.25,24.74074074074074,2.82308725928289,0.07692307692307693
meta-llama_llama-3.3-70b-instruct_p6.txt,1,724,88.34,27.96,95.28,61.51,19.05,20.03,88.26,67.82,51.93,11.05,8.7,6.08,0.97,0.28,0.97,0.14,2.35,16.16,11.6,0.28,14.09,4.7,3.04,7.6,0.14,14.36,6.22,3.31,3.73,2.9,0.14,0.69,21.13,1.1,10.77,5.39,0.55,1.52,1.66,0.14,1.24,0.55,4.7,3.59,0.97,1.52,0.97,0.41,0.0,0.14,0.0,0.0,9.94,5.66,0.97,0.14,0.28,0.0,2.21,4.01,0.0,0.0,1.1,0.0,0.41,0.0,0.0,0.41,5.25,1.1,0.41,2.21,1.52,0.0,0.83,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.28,0.41,0.0,0.14,0.0,0.14,0.14,3.59,4.56,15.88,1.66,4.01,7.46,2.35,0.69,1.38,5.66,7.73,1.24,0.41,0.0,0.0,0.0,0.0,0.0,15.88,4.97,8.43,0.28,0.0,0.69,1.52,0.0,meta-llama_llama-3.3-70b-instruct_p6,meta-llama_llama-3.3-70b-instruct,p6,O+C+E-A+N-,4.2,5.0,2.125,4.555555555555555,1.25,25.703703703703702,1.1805464778154982,0.0
meta-llama_llama-3.3-70b-instruct_p7.txt,1,761,80.42,1.79,99.0,54.95,19.02,18.13,91.33,72.14,58.61,14.85,10.64,9.99,0.0,0.0,0.53,0.0,4.2,17.21,11.3,0.13,16.29,6.31,3.02,7.49,1.18,14.32,5.26,2.5,3.15,0.0,1.97,1.45,22.6,0.92,11.83,6.57,0.13,1.05,2.5,0.39,2.63,0.13,5.12,3.55,1.31,1.97,1.31,0.39,0.39,0.0,0.0,0.0,4.34,2.76,0.26,0.0,0.26,0.13,0.79,1.45,0.0,0.0,0.0,0.66,0.13,0.0,0.0,0.13,3.29,0.13,0.0,1.58,1.45,0.13,1.84,0.26,0.0,0.0,0.26,0.0,0.0,0.53,0.0,0.39,0.26,0.39,0.13,0.13,0.0,0.53,0.39,1.18,3.29,15.11,0.66,2.5,7.23,1.45,0.53,3.55,5.52,10.12,0.39,0.53,0.0,0.0,0.0,0.0,0.0,14.06,5.26,7.88,0.0,0.0,0.66,0.26,0.0,meta-llama_llama-3.3-70b-instruct_p7,meta-llama_llama-3.3-70b-instruct,p7,O+C+E-A-N+,4.4,4.888888888888889,2.125,2.5555555555555554,4.625,22.51851851851852,4.637770619999563,0.0
meta-llama_llama-3.3-70b-instruct_p8.txt,1,688,56.98,1.63,99.0,85.02,16.38,23.84,90.84,68.75,55.23,17.3,13.08,11.77,0.44,0.0,0.0,0.87,4.22,13.95,6.4,0.15,14.68,6.1,3.78,7.27,0.87,13.52,6.25,2.18,6.1,1.6,3.34,1.45,25.44,1.02,14.39,5.96,0.87,2.47,1.16,0.58,2.76,0.29,5.96,5.09,0.73,1.16,0.73,0.29,0.15,0.15,0.0,0.0,7.7,4.94,0.87,0.15,0.15,0.73,1.16,2.33,0.15,0.15,0.0,0.0,1.31,0.0,0.0,1.31,5.52,0.0,0.15,4.22,1.02,0.15,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.44,0.44,0.15,0.15,0.0,0.58,0.0,0.87,4.22,10.61,1.6,2.03,5.81,1.45,0.0,0.58,5.38,8.28,0.87,0.0,0.0,0.0,0.0,0.0,0.0,15.12,6.1,8.28,0.0,0.0,0.58,0.15,0.0,meta-llama_llama-3.3-70b-instruct_p8,meta-llama_llama-3.3-70b-instruct,p8,O+C+E-A-N-,4.2,5.0,2.25,3.0,1.25,23.96,3.9646437418764378,0.0
meta-llama_llama-3.3-70b-instruct_p9.txt,1,703,66.08,27.62,90.86,60.46,17.58,20.34,92.18,71.69,56.33,17.07,13.66,8.53,2.56,0.0,2.28,0.0,3.41,16.5,8.39,0.28,15.5,7.11,2.84,6.97,1.0,16.5,5.97,3.13,8.39,5.41,1.99,1.0,21.76,1.28,10.81,4.27,0.57,1.71,1.56,0.14,2.13,0.43,7.82,4.98,2.42,3.7,1.71,1.56,1.56,0.0,0.14,0.0,13.09,5.26,1.71,0.0,0.0,0.0,1.56,6.83,0.0,0.57,2.28,0.0,0.0,0.0,0.0,0.0,3.56,1.28,0.14,1.56,0.43,0.14,1.14,0.43,0.14,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.71,0.28,0.28,0.0,0.43,0.28,1.42,6.69,13.23,0.43,2.42,7.54,1.0,0.57,1.99,4.55,8.25,1.14,0.43,0.28,0.0,0.28,0.0,0.0,16.93,5.69,8.11,0.0,0.0,2.84,0.28,0.0,meta-llama_llama-3.3-70b-instruct_p9,meta-llama_llama-3.3-70b-instruct,p9,O+C-E+A+N+,4.6,2.2222222222222223,5.0,4.666666666666667,4.25,23.814814814814813,2.1436735005167082,0.5
meta-llama_llama-3.3-70b-instruct_p10.txt,1,687,78.26,36.72,92.5,63.8,21.47,21.69,90.68,68.85,54.44,14.99,10.33,6.55,2.33,0.15,1.16,0.15,4.66,16.89,9.75,0.44,14.7,5.68,1.89,7.57,0.58,14.99,5.82,3.06,6.55,4.51,1.02,1.02,20.52,1.31,8.88,4.37,0.73,0.29,2.33,0.0,1.6,0.29,5.24,3.93,1.16,1.6,1.16,0.29,0.29,0.0,0.0,0.0,11.21,4.22,0.29,0.15,0.15,0.15,1.16,5.68,0.0,0.15,1.16,0.0,0.15,0.0,0.0,0.15,4.8,2.47,0.29,1.75,0.44,0.0,1.02,0.29,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.73,0.0,0.29,0.0,0.29,0.73,3.06,3.49,16.3,0.73,2.77,8.59,2.18,0.73,1.46,3.64,10.48,1.31,0.44,0.0,0.0,0.0,0.0,0.0,15.72,4.66,9.9,0.0,0.0,0.87,0.29,0.0,meta-llama_llama-3.3-70b-instruct_p10,meta-llama_llama-3.3-70b-instruct,p10,O+C-E+A+N-,4.6,2.5555555555555554,5.0,4.888888888888889,1.0,25.0,1.4142135623730951,0.09615384615384616
meta-llama_llama-3.3-70b-instruct_p11.txt,1,811,43.42,13.84,93.59,62.93,12.29,17.14,91.62,76.45,57.71,18.87,12.33,8.51,1.73,0.62,1.48,0.0,6.54,13.44,7.89,0.37,14.06,8.01,4.69,8.14,0.99,19.61,6.91,2.71,5.92,2.71,2.71,0.49,26.14,1.36,13.19,5.92,0.74,1.6,1.97,1.11,2.96,0.12,6.41,4.44,1.73,3.58,1.85,1.36,0.86,0.25,0.0,0.0,9.49,4.32,0.49,0.0,0.12,0.12,1.97,4.56,0.0,0.0,1.6,0.0,0.12,0.0,0.0,0.12,3.21,0.62,0.12,2.22,0.25,0.0,0.86,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.99,0.0,0.49,0.0,0.12,0.12,0.25,0.12,1.6,7.15,10.11,0.49,3.58,5.06,0.74,0.12,0.99,3.58,8.88,3.08,1.48,0.37,0.0,0.25,0.12,0.0,22.56,7.4,9.12,0.74,0.0,3.95,1.36,0.0,meta-llama_llama-3.3-70b-instruct_p11,meta-llama_llama-3.3-70b-instruct,p11,O+C-E+A-N+,4.8,2.2222222222222223,5.0,2.3333333333333335,4.375,22.666666666666668,3.8005847503304593,0.14423076923076922
meta-llama_llama-3.3-70b-instruct_p12.txt,1,735,26.71,1.55,99.0,63.07,18.38,15.92,94.83,77.82,61.36,19.73,15.37,13.06,0.68,0.0,0.54,0.54,4.35,14.42,6.94,0.68,13.2,9.93,4.9,8.84,1.5,20.68,5.85,4.22,3.81,2.18,1.63,0.0,26.8,2.31,11.16,4.08,0.27,0.95,1.77,0.68,2.99,0.27,5.58,3.95,1.22,3.13,1.63,0.95,0.41,0.0,0.14,0.0,9.52,4.22,0.27,0.0,0.0,0.14,1.63,4.08,0.27,0.41,0.0,0.54,0.14,0.0,0.0,0.14,3.27,0.0,0.0,2.72,0.54,0.0,1.09,0.27,0.14,0.0,0.0,0.0,0.0,0.41,0.0,0.0,0.41,1.36,0.0,0.0,0.0,0.14,0.41,0.95,8.3,10.88,0.41,2.04,6.53,0.41,0.14,1.36,5.71,10.61,2.99,0.68,0.0,0.0,0.0,0.0,0.0,16.19,5.44,6.67,0.0,0.0,3.81,0.27,0.0,meta-llama_llama-3.3-70b-instruct_p12,meta-llama_llama-3.3-70b-instruct,p12,O+C-E+A-N-,4.7,2.3333333333333335,5.0,2.6666666666666665,1.25,24.962962962962962,1.7739155577523031,0.019230769230769232
meta-llama_llama-3.3-70b-instruct_p13.txt,1,832,87.6,20.82,86.82,55.81,17.7,20.07,87.62,67.07,51.68,13.1,10.58,7.45,0.24,1.08,1.68,0.0,2.52,15.14,11.06,0.24,15.38,5.41,1.8,6.85,0.6,14.9,6.37,2.16,3.85,1.92,1.08,0.96,17.67,0.36,8.05,4.09,0.24,0.84,1.44,0.0,1.2,0.36,6.37,4.21,1.92,3.13,1.8,1.08,0.72,0.0,0.12,0.0,9.74,5.05,1.68,0.12,0.0,0.0,2.04,4.21,0.0,0.0,1.8,0.0,0.12,0.0,0.0,0.12,3.97,0.84,0.48,1.2,1.32,0.12,1.92,0.6,0.0,0.24,0.24,0.0,0.0,0.24,0.0,0.12,0.0,0.6,0.24,0.48,0.0,0.36,0.72,1.56,4.21,15.87,1.08,2.64,7.33,3.13,0.36,2.28,4.09,8.53,1.8,0.0,0.12,0.0,0.12,0.0,0.0,19.23,5.53,9.25,0.12,0.0,1.56,2.76,0.0,meta-llama_llama-3.3-70b-instruct_p13,meta-llama_llama-3.3-70b-instruct,p13,O+C-E-A+N+,4.7,2.3333333333333335,2.375,4.555555555555555,4.625,23.25925925925926,2.3819163245649673,0.17307692307692307
meta-llama_llama-3.3-70b-instruct_p14.txt,1,692,79.01,12.64,99.0,91.89,21.63,19.8,92.2,73.7,58.24,16.62,11.85,9.54,0.29,0.14,0.0,1.59,4.77,17.77,10.98,0.58,16.04,5.06,3.18,7.51,0.58,15.32,5.35,2.31,3.32,1.59,0.58,1.3,19.65,1.16,7.23,3.9,0.14,0.29,1.16,0.29,1.88,0.29,5.78,5.49,0.29,0.87,0.87,0.0,0.0,0.0,0.0,0.0,11.99,5.49,1.45,0.29,0.0,0.14,1.01,5.64,0.29,0.14,0.0,0.0,0.14,0.0,0.14,0.0,3.03,1.16,0.14,0.87,0.87,0.0,3.03,0.14,0.0,0.14,0.0,0.0,0.0,2.02,0.0,0.0,0.14,0.14,0.0,0.0,0.0,0.58,0.14,0.87,5.2,14.74,0.72,2.6,9.1,0.72,0.87,1.16,6.21,9.68,1.59,0.29,0.0,0.0,0.0,0.0,0.0,15.46,4.62,9.25,0.0,0.0,1.3,0.29,0.0,meta-llama_llama-3.3-70b-instruct_p14,meta-llama_llama-3.3-70b-instruct,p14,O+C-E-A+N-,4.7,2.7777777777777777,2.5,4.555555555555555,1.375,24.88888888888889,1.4989708403591158,0.028846153846153848
meta-llama_llama-3.3-70b-instruct_p15.txt,1,710,43.45,1.0,99.0,14.11,16.51,18.73,93.66,78.59,61.55,20.56,13.94,12.82,0.0,0.0,0.42,0.7,6.62,13.24,6.9,0.28,15.63,7.89,3.38,8.59,0.85,20.28,4.93,2.25,4.08,0.0,2.96,1.27,27.61,1.13,13.66,6.06,1.13,0.99,3.52,0.28,2.54,0.56,5.92,2.54,3.1,2.82,0.7,1.83,1.41,0.0,0.14,0.0,3.24,1.27,0.0,0.0,0.14,0.28,0.28,1.83,0.0,0.0,0.56,0.0,0.0,0.0,0.0,0.0,1.55,0.99,0.0,0.42,0.14,0.0,0.56,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42,0.14,0.99,0.0,0.0,0.14,0.0,0.28,2.25,6.76,13.94,0.28,2.68,6.48,2.25,0.42,2.39,4.37,12.39,1.41,0.7,0.0,0.0,0.0,0.0,0.0,14.79,6.06,7.32,0.0,0.0,0.7,0.7,0.0,meta-llama_llama-3.3-70b-instruct_p15,meta-llama_llama-3.3-70b-instruct,p15,O+C-E-A-N+,4.7,2.2222222222222223,2.5,1.8888888888888888,4.625,21.703703703703702,4.116946142693408,0.038461538461538464
meta-llama_llama-3.3-70b-instruct_p16.txt,1,698,86.98,30.48,97.03,55.95,19.94,22.49,90.69,69.63,54.73,15.76,12.03,7.74,1.72,0.0,2.01,0.29,3.72,17.19,10.46,0.43,16.91,3.87,2.72,6.16,0.57,13.04,5.87,2.87,4.73,2.58,1.43,0.72,22.35,0.43,12.18,6.02,1.43,0.72,2.87,0.0,1.58,0.43,4.73,3.3,1.0,1.72,0.86,0.43,0.29,0.0,0.0,0.0,11.75,4.01,0.57,0.43,0.14,0.0,1.86,6.45,0.0,0.0,2.15,0.0,0.29,0.0,0.0,0.29,1.86,1.15,0.14,0.43,0.0,0.14,1.0,0.14,0.14,0.0,0.0,0.0,0.0,0.29,0.0,0.14,0.29,0.72,0.0,0.29,0.0,0.0,0.14,1.72,5.59,14.47,1.29,2.01,8.74,1.58,0.57,0.29,5.16,8.6,0.86,0.57,0.0,0.0,0.0,0.0,0.0,14.61,5.01,8.45,0.0,0.0,0.57,0.57,0.0,meta-llama_llama-3.3-70b-instruct_p16,meta-llama_llama-3.3-70b-instruct,p16,O+C-E-A-N-,4.7,2.5555555555555554,2.625,2.3333333333333335,1.375,23.666666666666668,2.2607766610417563,0.0
meta-llama_llama-3.3-70b-instruct_p17.txt,1,861,48.8,4.61,95.39,90.46,23.27,20.67,95.01,75.15,60.05,17.31,12.2,10.69,0.7,0.0,0.0,0.58,5.11,17.19,7.78,0.35,13.47,7.9,4.18,8.25,0.58,17.89,5.23,3.37,8.59,4.76,3.6,0.23,24.97,1.28,12.78,3.6,2.21,1.39,1.28,0.23,3.95,0.46,7.55,6.27,1.28,3.25,2.21,1.05,1.05,0.0,0.0,0.0,10.22,5.23,2.09,0.23,0.0,0.0,1.86,4.99,0.12,0.0,0.0,0.0,0.12,0.0,0.0,0.12,5.92,0.23,0.12,5.34,0.23,0.0,0.93,0.12,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.23,0.12,0.46,0.0,0.35,0.0,0.7,0.0,0.35,5.69,8.59,0.35,1.28,4.41,0.46,0.23,1.97,4.88,9.18,1.97,0.46,0.0,0.0,0.0,0.0,0.0,11.61,4.3,6.39,0.0,0.0,0.46,0.46,0.0,meta-llama_llama-3.3-70b-instruct_p17,meta-llama_llama-3.3-70b-instruct,p17,O-C+E+A+N+,2.3,4.888888888888889,4.375,4.555555555555555,4.25,24.51851851851852,2.2005112262982145,0.15384615384615385
meta-llama_llama-3.3-70b-instruct_p18.txt,1,778,75.51,40.06,83.08,83.8,19.95,19.28,95.12,73.39,58.1,16.07,12.21,7.84,2.06,0.0,1.29,0.64,3.86,15.81,10.41,0.39,16.2,7.71,3.08,6.81,0.39,17.74,4.63,3.86,9.25,6.04,2.83,0.51,21.47,1.03,7.97,2.96,0.51,1.54,0.77,0.13,1.93,0.51,5.14,4.63,0.39,2.06,1.8,0.13,0.13,0.0,0.0,0.0,14.14,6.3,2.7,1.03,0.0,0.0,1.93,8.1,0.39,0.13,2.06,0.0,0.13,0.0,0.0,0.13,4.37,0.26,1.03,2.96,0.26,0.0,2.19,0.0,0.0,0.0,0.0,0.0,0.0,1.54,0.0,0.39,0.13,0.39,0.0,0.39,0.0,0.26,0.13,0.64,5.78,10.93,0.9,1.8,6.56,1.16,0.0,1.29,5.14,10.03,2.06,1.67,0.0,0.0,0.0,0.0,0.0,13.11,5.53,5.78,0.0,0.0,1.29,0.51,0.0,meta-llama_llama-3.3-70b-instruct_p18,meta-llama_llama-3.3-70b-instruct,p18,O-C+E+A+N-,2.5,5.0,4.5,4.666666666666667,1.0,25.11111111111111,1.3698697784375506,0.0
